Dam Name,Other Names,NID ID,Federal ID,Owner Names,Owner Types,Primary Owner Type,Number of Associated Structures,Is Associated Structure?,Designer Names,Primary Purpose,Purposes,Source Agency,State or Federal Agency ID,Latitude,Longitude,County,City,Distance to Nearest City (Miles),River or Stream Name,Congressional District,State Regulated Dam,State Jurisdictional Dam,State Regulatory Agency,State Permitting Authority,State Inspection Authority,State Enforcement Authority,Federally Regulated Dam,Built Under the Authority of the Secretary of Agriculture,NRCS Watershed Dam Authorization,Primary Dam Type,Dam Types,Core Types,Foundation,Dam Height (Ft),Hydraulic Height (Ft),Structural Height (Ft),NID Height (Ft),NID Height Category,Dam Length (Ft),Volume (Cubic Yards),Year Completed,Year Completed Category,NID Storage (Acre-Ft),Max Storage (Acre-Ft),Normal Storage (Acre-Ft),Surface Area (Acres),Drainage Area (Sq Miles),Max Discharge (Cubic Ft/Second),Spillway Type,Spillway Width (Ft),Outlet Gate Type,Data Last Updated,Inspection Frequency,EAP Prepared,EAP Last Revision Date,Website URL,Operational Status,Operational Status Date,Inundation Maps Added to NID?,Has Photo?,damid,LegacyNumb,DCR_Watershed_SqMi,SVI_TotalPop_InZone,SVI_Pop_POV150,SVI_Pop_AGE65,SVI_Pop_DISABL,SVI_Pop_NOVEH,DCR_EP_Status,Inspection_Date_Final,Condition_Final,Hazard_Final,In Fathom 100yr Flood Zone,In Fathom 500yr Flood Zone,D1_Hazard_Score,Needs_Hazard_Classification,D2_Flood_Score,D3_Watershed_Score,D4_Impact_Score,D5_DataQuality_Score,Triage_Score,Priority_Band
Demasters Dam,01900dd193,VA019094,VA019094,,Not Listed,Not Listed,,No,,,,Virginia,19094,37.2968,-79.366,Bedford,Lynchburg,14.7,Oak Mountain Branch,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,27,,,27,25-50 feet,,,,Undetermined,61.1,61.1,43.2,4.8,0.1,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,No,2814,546,0.101110004,5411,950,1021,676,25,<Null>,,Not Rated,Unknown,0,0,47.44,1,0,20.37,83.39,84.25,42.06,Moderate
Rappahannock Dam #4,157dd014,VA157029,VA157029,,Not Listed,Not Listed,0,No,,,,Virginia,157029,38.8044,-78.1075,Rappahannock,Front Royal,9.1,Indian Run,"Virginia, Congressional District 10",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,,,,,17,,,17,Less than 25 feet,350,,,Undetermined,70.04,70.04,58,10,0.06,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,3447,15729,0.058756132,3267,452,745,483,23,<Null>,,Not Rated,Unknown,1,1,45.86,1,75,13.58,78.15,84.25,53.92,High
Rappahannock Dam #5,157dd015,VA157030,VA157030,,Not Listed,Not Listed,0,No,,,,Virginia,157030,38.7922,-78.0934,Rappahannock,Front Royal,10.2,Indian Run,"Virginia, Congressional District 10",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,,,,,31,,,31,25-50 feet,280,,,Undetermined,30.38,30.38,27.6,2.3,0.07,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,No,3448,15730,0.070089333,3267,452,745,483,23,<Null>,,Not Rated,Unknown,1,1,47.23,1,75,15.6,78.15,84.25,54.76,High
Rappahannock Dam #3,157dd010,VA157028,VA157028,,Not Listed,Not Listed,0,No,,,,Virginia,157028,38.7389,-78.2114,Rappahannock,Front Royal,12.4,Rush River,"Virginia, Congressional District 10",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,,,,,28,,,28,25-50 feet,,,,Undetermined,25.09,25.09,22.7,2.1,0.17,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,No,3446,15728,0.172862038,3267,452,745,483,23,<Null>,,Not Rated,Unknown,0,0,46.65,1,0,30.27,78.15,84.25,43.28,Moderate
Sanderson Dam,,VA049041,VA049041,,Not Listed,Not Listed,0,No,,Recreation,Recreation,Virginia,49041,37.5974,-78.1686,Cumberland,Buckingham,0,Davis Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,20,,,20,Less than 25 feet,400,,,Undetermined,50,50,,,0.06,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,2194,4941,0.056614429,3361,418,795,367,82,<Null>,,Not Rated,Unknown,0,0,46.11,1,0,13.27,80.52,84.25,39.37,Moderate
Spinella Dam,06300dd057,VA063007,VA063007,,Not Listed,Not Listed,,No,,,,Virginia,63007,36.8865,-80.476,Floyd,Hillsville,16.6,,"Virginia, Congressional District 09",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,,,,,28,,,28,25-50 feet,220,,,Undetermined,38.61,38.61,33.6,3.5,0.12,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,No,2462,658,0.116323754,3295,434,995,337,71,<Null>,,Not Rated,Unknown,0,0,47.09,1,0,22.89,80.48,84.25,42.02,Moderate
Lewis Dam,057dd047,VA057018,VA057018,Shepherd A Lewis,Private,Private,0,No,,,,Virginia,57018,37.9452,-76.9528,Essex,Tappahannock,5.5,Hoskins Creek,"Virginia, Congressional District 01",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,,,,,26,,,26,25-50 feet,,,,Undetermined,45.55,45.55,24.3,3.04,0.22,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,No,3120,5718,0.223295853,3609,1190,908,511,21,<Null>,,Not Rated,Unknown,0,0,46.99,1,0,35.39,81.31,84.25,45.28,Moderate
Fauber Dam,,VA015033,VA015033,,Not Listed,Not Listed,0,No,,Recreation,Recreation,Virginia,15033,37.9111,-79.1719,Augusta,Lexington,17,South River,"Virginia, Congressional District 06",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,32,,,32,25-50 feet,,,,Undetermined,38,38,30,,0.16,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,146,1533,0.157864228,5307,1151,1448,828,82,<Null>,,Not Rated,Unknown,0,0,47.58,1,0,28.37,87.61,84.25,44.93,Moderate
Rappahannock Dam #18,157dd064,VA157018,VA157018,,Not Listed,Not Listed,0,No,,,,Virginia,157018,38.6594,-78.0715,Rappahannock,Culpeper,13.5,Battle Run,"Virginia, Congressional District 10",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,,,,,11,,,11,Less than 25 feet,1000,,,Undetermined,57.12,57.12,32.64,9.89,25.58,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,3436,15718,25.60606,4155,767,1223,534,22,<Null>,,Not Rated,Unknown,1,1,44.06,1,75,97.9,81.46,84.25,75.21,Critical
Beard Dam,01900dd243,VA019105,VA019105,,Not Listed,Not Listed,,No,,,,Virginia,19105,37.3348,-79.6952,Bedford,Roanoke,14.2,Shockoe Creek,"Virginia, Congressional District 09",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,29,,,29,25-50 feet,250,,,Undetermined,86.42,86.42,32,4.06,0.55,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,No,2829,557,0.547816992,3595,566,841,802,90,<Null>,,Not Rated,Unknown,0,0,48.08,1,0,55.8,83.45,84.25,51.08,High
Frost Dam,,VA049037,VA049037,,Not Listed,Not Listed,0,No,,Recreation,Recreation,Virginia,49037,37.3553,-78.2674,Cumberland,Farmville,0,Broad Branch,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,17,,,17,Less than 25 feet,,,,Undetermined,61,61,,,0.98,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,2190,4937,0.976429164,2369,363,572,418,62,<Null>,,Not Rated,Unknown,1,1,45.71,1,75,68.68,77.86,84.25,67.59,High
White Dam #1,085dd068,VA085103,VA085103,,Not Listed,Not Listed,0,No,,,,Virginia,85103,37.7866,-77.671,Hanover,Richmond,21.3,Wolf Swamp,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,,,,,16,,,16,Less than 25 feet,350,,,Undetermined,71.3,71.3,53.5,10.7,0.43,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,3087,8606,0.434838414,6184,455,1032,544,0,<Null>,,Not Rated,Unknown,1,1,45.66,1,75,50.56,73.95,84.25,62.27,High
Rappahannock Dam #7,157dd017,VA157032,VA157032,,Not Listed,Not Listed,0,No,,,,Virginia,157032,38.7991,-78.0816,Rappahannock,Front Royal,10.2,Indian Run,"Virginia, Congressional District 10",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,,,,,30,,,30,25-50 feet,,,,Undetermined,56.99,56.99,42.1,3.9,1.16,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,No,3450,15732,1.16457319,3267,452,745,483,23,<Null>,,Not Rated,Unknown,0,0,47.76,1,0,71.59,78.15,84.25,53.89,High
Attoek Dam,047dd058,VA047023,VA047023,ATTOTEK INC,Private,Private,0,No,,,,Virginia,47023,38.4951,-77.9044,Culpeper,Culpeper,5.2,Jonas Run,"Virginia, Congressional District 07",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,,,,,14,,,14,Less than 25 feet,350,,,Undetermined,78.49,78.49,52.84,12.01,1.09,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,3073,4725,1.0910964,5500,1083,871,478,53,Development,,Not Rated,"Significant, Prelim",1,1,55.47,0,75,70.62,84.49,84.25,71.85,High
Gnegy Dam,,VA049031,VA049031,,Not Listed,Not Listed,0,No,,Recreation,Recreation,Virginia,49031,37.4654,-78.2676,Cumberland,Farmville,0,Tear Wallet Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,20,,,20,Less than 25 feet,,,,Undetermined,101,101,,,0.68,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,2184,4931,0.684210956,2369,363,572,418,62,<Null>,,Not Rated,Unknown,1,1,46.85,1,75,61.2,77.86,84.25,66.01,High
Craddock Dam,,VA141041,VA141041,Ronald A Craddock,Private,Private,0,No,,,,Virginia,141041,36.6069,-80.111,Patrick,Stuart,9.4,Little Spoon Creek,"Virginia, Congressional District 09",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,25,,,25,25-50 feet,250,,,Undetermined,40,40,32,3.7,0.28,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,212,424,0.283683777,4347,1165,1004,798,59,<Null>,,Not Rated,Unknown,1,1,46.7,1,75,40.94,85.37,84.25,62.41,High
Hurst Dam,,VA133006,VA133006,,Not Listed,Not Listed,0,No,,Recreation,Recreation,Virginia,133006,37.796,-76.3656,Northumberland,Tappahannock,28.2,Mill Creek,"Virginia, Congressional District 01",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,12,,,12,Less than 25 feet,,,,Undetermined,89,89,,,4.52,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,2330,13306,4.52598333,3117,485,1317,350,99,<Null>,,Not Rated,Unknown,0,1,44.85,1,40,88.55,81.94,84.25,66.16,High
Gallo Dam,047dd046,VA047029,VA047029,"GALLO, PHILLIP A",Private,Private,0,No,,,,Virginia,47029,38.4795,-78.0441,Culpeper,Culpeper,2.6,Mountain Run,"Virginia, Congressional District 07",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,,,,,27,,,27,25-50 feet,500,,,Undetermined,82.62,82.62,38.7,4.5,0.07,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,No,3098,4733,0.069575548,6366,492,696,625,35,<Null>,,Not Rated,Unknown,1,1,47.76,1,75,15.29,82.15,84.25,55.62,High
Thomas Dam,041dd143,VA041096,VA041096,Samuel Thomas,Private,Private,0,No,,,,Virginia,41096,37.3257,-77.5808,Chesterfield,Petersburg,11.9,Second Branch,"Virginia, Congressional District 04",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,,,,,18,,,18,Less than 25 feet,300,,,Undetermined,54.79,54.79,43.91,6.97,0.06,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,3065,4196,0.062543519,4792,349,1268,435,76,<Null>,,Not Rated,Unknown,1,1,45.81,1,75,14.36,82.43,84.25,54.95,High
Shepher Dam,075dd058,VA075115,VA075115,Jonathan Shepherd,Private,Private,0,No,,,,Virginia,75115,37.6811,-78.0133,Goochland,Louisa,23.6,Little Lickinghole Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,,,,,33,,,33,25-50 feet,380,,,Undetermined,61.75,61.75,44.29,3.99,0.03,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,3232,7603,0.032750148,5774,806,897,676,68,<Null>,,Not Rated,Unknown,0,0,48.21,1,0,2.44,85.23,84.25,38.13,Moderate
Cortney Dam,,VA057016,VA057016,,Not Listed,Not Listed,0,No,,Recreation,Recreation,Virginia,57016,37.913,-76.9719,Essex,Tappahannock,6.4,Hoskins Creek,"Virginia, Congressional District 01",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,21,,,21,Less than 25 feet,,,,Undetermined,129,129,,,1.05,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,454,5716,1.05117321,3609,1190,908,511,21,<Null>,,Not Rated,Unknown,0,0,47.29,1,0,70.08,81.31,84.25,54.03,High
Holland Dam,047dd034,VA047030,VA047030,"HOLLAND, FREDERICK",Private,Private,0,No,,,,Virginia,47030,38.5173,-78.0204,Culpeper,Culpeper,3.3,Rudasill Branch,"Virginia, Congressional District 07",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,,,,,31,,,31,25-50 feet,,,,Undetermined,39.36,39.36,34.8,3,0.04,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,No,3099,4734,0.041603692,4328,553,639,568,0,<Null>,,Not Rated,Unknown,1,1,47.5,1,75,10.21,72.31,84.25,52.31,High
Radcliffe Dam,041dd213,VA041098,VA041098,John Radcliffe,Private,Private,0,No,,,,Virginia,41098,37.2249,-77.511,Chesterfield,Petersburg,6,Appomattox River,"Virginia, Congressional District 04",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,,,,,34,,,34,25-50 feet,300,,,Undetermined,97.38,97.38,60,5,0.19,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,3067,4198,0.19253841,5117,603,749,881,72,<Null>,,Not Rated,Unknown,0,0,48.81,1,0,32.56,84.36,84.25,45.64,Moderate
Rappahannock Dam #11,157dd042,VA157011,VA157011,,Not Listed,Not Listed,0,No,,,,Virginia,157011,38.6912,-78.2037,Rappahannock,Luray,13.8,Covington River,"Virginia, Congressional District 10",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,,,,,22,,,22,Less than 25 feet,,,,Undetermined,65.36,65.36,24.3,3.8,0.53,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,No,3429,15711,0.528355062,3267,452,745,483,23,<Null>,,Not Rated,Unknown,0,0,46.74,1,0,54.91,78.15,84.25,49.47,Moderate
Rappahannock Dam #21,157dd068,VA157022,VA157022,,Not Listed,Not Listed,0,No,,,,Virginia,157022,38.6537,-78.0468,Rappahannock,Culpeper,12.8,Hawkins Run,"Virginia, Congressional District 10",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,,,,,27,,,27,25-50 feet,,,,Undetermined,70.63,70.63,32.7,3.8,0.2,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,No,3441,15723,0.161633238,4155,767,1223,534,22,<Null>,,Not Rated,Unknown,1,1,47.59,1,75,28.99,81.46,84.25,58.86,High
Ridgetop Dam,10500dd087,VA105006,VA105006,,Not Listed,Not Listed,,No,,,,Virginia,105006,36.6601,-83.0934,Lee,Big Stone Gap,22.8,,"Virginia, Congressional District 09",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,,,,,32,,,32,25-50 feet,,,,Undetermined,93.95,93.95,46.6,5.01,0.27,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,No,2911,678,0.273065567,2755,838,599,623,49,<Null>,,Not Rated,Unknown,1,1,48.54,1,75,40.28,80.92,84.25,61.81,High
Drake Dam,,VA141031,VA141031,,Not Listed,Not Listed,0,No,,Recreation,Recreation,Virginia,141031,36.5668,-80.3429,Patrick,Stuart,6.4,Elk Creek,"Virginia, Congressional District 09",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,26,,,26,25-50 feet,230,,,Undetermined,25,25,20,2.2,0.07,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,186,414,0.070296727,2772,596,976,670,57,<Null>,,Not Rated,Unknown,1,1,46.36,1,75,15.64,81.5,84.25,55.22,High
Wilkes Dam,01900dd240,VA019104,VA019104,,Not Listed,Not Listed,,No,,,,Virginia,19104,37.3321,-79.6074,Bedford,Roanoke,18.8,Wolf Creek,"Virginia, Congressional District 09",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,26,,,26,25-50 feet,,,,Undetermined,50.51,50.51,36.4,4.09,0.13,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,No,2828,556,0.128792346,3299,453,772,453,58,<Null>,,Not Rated,Unknown,1,1,47.1,1,75,24.41,80.23,84.25,57.35,High
Thomas Dam,01900dd171,VA019087,VA019087,,Not Listed,Not Listed,,No,,,,Virginia,19087,37.2767,-79.7089,Bedford,Roanoke,12.8,Cragged Branch,"Virginia, Congressional District 09",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,38,,,38,25-50 feet,,,,Undetermined,51.83,51.83,40.7,3.09,0.05,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,No,2807,539,0.050408796,2517,498,493,410,42,<Null>,,Not Rated,Unknown,0,0,48.56,1,0,11.84,77.68,84.25,39.06,Moderate
Penniston Dam,057dd061,VA057021,VA057021,Marlene A Penniston,Private,Private,0,No,,,,Virginia,57021,37.8448,-76.9497,Essex,Tappahannock,7.5,Sturgeon Swamp,"Virginia, Congressional District 01",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,,,,,17,,,17,Less than 25 feet,250,,,Undetermined,62.51,62.51,38.86,6.7,0.21,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,3123,5722,0.206049353,3609,1190,908,511,21,<Null>,,Not Rated,Unknown,0,0,45.74,1,0,33.57,81.31,84.25,44.51,Moderate
Chambers Dam,01900dd444,VA019142,VA019142,,Not Listed,Not Listed,,No,,,,Virginia,19142,37.502,-79.227,Bedford,Lynchburg,7.7,James River,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,37,,,37,25-50 feet,,,,Undetermined,49.58,49.58,36.8,2.63,0.05,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,No,2866,596,0.049411722,7814,936,1316,648,15,<Null>,,Not Rated,Unknown,0,0,48.41,1,0,11.29,83.97,84.25,40.14,Moderate
Rappahannock Dam #15,157dd051,VA157015,VA157015,,Not Listed,Not Listed,0,No,,,,Virginia,157015,38.6984,-78.0811,Rappahannock,Warrenton,15.4,Battle Run,"Virginia, Congressional District 10",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,,,,,36,,,36,25-50 feet,,,,Undetermined,81.22,81.22,51.7,4.1,0.06,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,No,3433,15715,,4155,767,1223,534,22,<Null>,,Not Rated,Unknown,1,1,48.83,1,75,13.87,81.46,84.25,55.39,High
Fairfax Dam #7,059dd097,VA059085,VA059085,,Not Listed,Not Listed,0,No,,,,Virginia,59085,38.7178,-77.1641,Fairfax,Alexandria,8.7,Accotink Creek,"Virginia, Congressional District 08",No,No,,No,No,No,No,No,,,,,,40,,,40,25-50 feet,,,,Undetermined,62.09,62.09,31.2,2.6,0.06,,,,,12/4/2022,,Not Required,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,No,3128,5985,0.062622875,3272,455,46,111,35,<Null>,,Not Rated,Unknown,0,1,48.95,1,40,14.4,70.84,68.25,44.83,Moderate
Fairfax Dam #6,059dd096,VA059084,VA059084,,Not Listed,Not Listed,0,No,,,,Virginia,59084,38.7241,-77.1622,Fairfax,Alexandria,8.3,Mason Run,"Virginia, Congressional District 08",No,No,,No,No,No,No,No,,,,,,28,,,28,25-50 feet,,,,Undetermined,41.03,41.03,29.4,3.2,0.07,,,,,12/4/2022,,Not Required,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,No,3127,5984,0.069293439,3272,455,46,111,35,<Null>,,Not Rated,Unknown,0,0,47.16,1,0,15.21,70.84,68.25,36.59,Moderate
Bish Dam,,VA049032,VA049032,,Not Listed,Not Listed,0,No,,Irrigation,Irrigation;Recreation,Virginia,49032,37.479,-78.294,Cumberland,Farmville,0,Rock Point Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,20,,,20,Less than 25 feet,,,,Undetermined,67,67,,,0.13,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,2185,4932,0.13192457,3967,686,834,666,137,<Null>,,Not Rated,Unknown,1,1,46.42,1,75,24.99,84.89,84.25,58.26,High
Lancaster Dam,,VA049035,VA049035,,Not Listed,Not Listed,0,No,,Irrigation,Irrigation;Recreation,Virginia,49035,37.3217,-78.3729,Cumberland,Farmville,0,Bad Luck Branch,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,27,,,27,25-50 feet,,,,Undetermined,37,37,,,0.05,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,2188,4935,0.049665894,3967,686,834,666,137,<Null>,,Not Rated,Unknown,0,0,46.91,1,0,11.45,84.89,84.25,39.99,Moderate
Knorr Dam,,VA049018,VA049018,,Not Listed,Not Listed,0,No,,Irrigation,Irrigation;Recreation,Virginia,49018,37.661,-78.0831,Cumberland,Louisa,0,James River,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,25,,,25,25-50 feet,,,,Undetermined,28,28,,,0.08,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,2171,4918,0.084236838,3361,418,795,367,82,<Null>,,Not Rated,Unknown,0,0,46.33,1,0,17.69,80.52,84.25,40.53,Moderate
Williams Dam,,VA141028,VA141028,Arthur F Williams,Private,Private,0,No,,,,Virginia,141028,36.5541,-80.0914,Patrick,Stuart,11.8,Crooked Creek,"Virginia, Congressional District 09",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,55,,,55,51-100 feet,850,,,Undetermined,57,57,38,1.9,0.02,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,183,411,0.021459166,3389,602,947,586,118,<Null>,,Not Rated,Unknown,0,0,50.07,1,0,1.2,83.61,84.25,37.96,Moderate
Osborne Dam,,VA141051,VA141051,Robert M Osborne,Local Government,Local Government,0,No,,,,Virginia,141051,36.7415,-80.3505,Patrick,Stuart,8.1,Smith River,"Virginia, Congressional District 09",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,50,,,50,51-100 feet,230,,,Undetermined,46,46,34,1.9,0.69,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,230,434,0.693621874,2309,335,762,568,0,<Null>,,Not Rated,Unknown,1,1,49.48,1,75,61.51,69.05,84.25,64.98,High
Cove Ridge Tailing Pond,,VA069046,VA069046,Unimin Corporation,Private,Private,0,No,,,,Virginia,69046,39.2515,-78.3423,Frederick,Winchester,0.8,Back Creek,"Virginia, Congressional District 06",Yes,Yes,Department of Energy,Yes,Yes,Yes,No,No,,,,,,60,,,60,51-100 feet,855,,,Undetermined,305,,305,11,2,,,,,10/25/2023,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,1803,199,0.15018931,2768,598,595,261,9,<Null>,,Not Rated,High,0,0,82.19,0,0,27.2,74.55,84.25,50.68,High
Birkdale  Dam,,VA041066,VA041066,Acumen Golf Properties,Private,Private,0,No,,Recreation,Recreation,Virginia,41066,37.3869,-77.6658,Chesterfield,Richmond,16.5,Spring Run,"Virginia, Congressional District 01",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,,,,,22,,,22,Less than 25 feet,450,,,Undetermined,180,180,,,1.76,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,2142,4166,1.75682771,6418,171,1531,655,30,Approved,3/21/2022 0:00,Fair,High,0,0,77.82,0,0,77.57,80.72,63,61.29,High
Benhard Dam,061dd100,VA061060,VA061060,"BENHARD, MARY ELIZABETH",Private,Private,0,No,,,,Virginia,61060,38.8712,-77.7983,Fauquier,Warrenton,10.3,Little River,"Virginia, Congressional District 10",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,,,,,13,,,13,Less than 25 feet,400,,,Undetermined,54.65,54.65,29.26,7.7,1.19,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,2551,6162,,2631,186,697,316,13,Development,,Not Rated,"Significant, Prelim",1,1,54.82,0,75,72.02,72.83,84.25,69.7,High
