Dam Name,Other Names,Former Names,NID ID,Other Structure ID,Federal ID,Owner Names,Owner Types,Primary Owner Type,Number of Associated Structures,Is Associated Structure?,Designer Names,Non-Federal Dam on Federal Property,Primary Purpose,Purposes,Source Agency,State or Federal Agency ID,Latitude,Longitude,State,County,City,Distance to Nearest City (Miles),River or Stream Name,Congressional District,State Regulated Dam,State Jurisdictional Dam,State Regulatory Agency,State Permitting Authority,State Inspection Authority,State Enforcement Authority,Federally Regulated Dam,Federal Agency Owners,Federal Agency Involvement Funding,Federal Agency Involvement Design,Federal Agency Involvement Construction,Federal Agency Involvement Regulatory,Federal Agency Involvement Inspection,Federal Agency Involvement Operation,Federal Agency Involvement Other,Built Under the Authority of the Secretary of Agriculture,NRCS Watershed Dam Authorization,Primary Dam Type,Dam Types,Core Types,Foundation,Dam Height (Ft),Hydraulic Height (Ft),Structural Height (Ft),NID Height (Ft),NID Height Category,Dam Length (Ft),Volume (Cubic Yards),Year Completed,Year Completed Category,Years Modified,NID Storage (Acre-Ft),Max Storage (Acre-Ft),Normal Storage (Acre-Ft),Surface Area (Acres),Drainage Area (Sq Miles),Max Discharge (Cubic Ft/Second),Spillway Type,Spillway Width (Ft),Number of Locks,Length of Locks (ft),Lock Width (Ft),Length of Secondary Lock (Ft),Secondary Lock Width (Ft),Outlet Gate Type,Data Last Updated,Last Inspection Date,Inspection Frequency,Hazard Potential Classification,Condition Assessment,Condition Assessment Date,EAP Prepared,EAP Last Revision Date,Website URL,Operational Status,Operational Status Date,Inundation Maps Added to NID?,American Indian/Alaska Native/Native Hawaiian,Dam Status,Deleted Reason,Has Photo?,FEMA_Flood_Zone,FEMA_Zone_Subtype,FEMA_In_SFHA,Flood_Risk_Category,Snap_Distance_m,NHD_Snap_Flag,NHD_Snap_Source,NHD_River_Name,NHD_Permanent_ID,HUC8_Code,HUC8_Name,HUC12_Code,HUC12_Name,Valid_Snap,County_Population
Bush River Dam # 6,Evans Creek Lake;Haley Creek Lake,,VA147040,,VA147040,Piedmont Soil and Water Conservation District;Piedmont Soil and Water Conservation District,Local Government,Local Government,0.0,No,USDA NRCS;Virginia DCR - Division of Soil and Water Conservation,,Flood Risk Reduction,Flood Risk Reduction,Virginia,147040,37.1377,-78.4052,Virginia,Prince Edward,,0.7,EVANS CREEK,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,,,37.0,,,37,25-50 feet,777.0,,,Undetermined,,1810.0,1810.0,207.0,40.0,4.9,,,,,,,,,,12/4/2022,9/22/2021,3.0,Significant,Fair,9/22/2021,Yes,7/26/2016,https://damsafety.org/virginia,Normal Operations,6/18/2022,No,,Active,,No,A,,True,High,19.30146926414972,OK,WATERBODY,Evans Creek,{A93CD412-EE54-45FB-8617-45FF4EAE0055},2080207.0,Appomattox,20802070302.0,Evans Creek-Bush River,True,21922
Otter River Raw Water Terminal Reservoir Dam,,,VA031025,,VA031025,Campbell County Utilities and Service Authority (CCUSA),Local Government,Local Government,0.0,No,,,Water Supply,Water Supply,Virginia,31025,37.2119,-79.2983,Virginia,Campbell,Altavista,6.93,Unnamed tributary to Big Otter River - VAHU6 RU57 Big Otter River - Johnson Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,Earth,Soil,42.0,42.0,42.0,42,25-50 feet,600.0,,,Undetermined,,59.0,59.0,52.0,3.3,0.05,,Uncontrolled,3.5,0.0,0.0,0.0,,,Uncontrolled0,12/4/2022,8/13/2021,1.0,High,Satisfactory,8/13/2021,Yes,5/4/2018,https://damsafety.org/virginia,Normal Operations,6/18/2022,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,8.983561899954664,OK,WATERBODY,,{C65B5CFA-E99D-4763-9C74-B8264E4E92BE},3010101.0,Upper Roanoke,30101011503.0,Johnson Creek-Big Otter River,True,55518
Lake Shalom Dam,Camp Hat Creek Lake,,VA031007,,VA031007,Hammersley Trust,Private,Private,0.0,No,USDA NRCS,,Recreation,Recreation,Virginia,31007,37.1121,-78.934,Virginia,Campbell,Brookneal,4.34,Unnamed tributary to Little Falling River - VAHU6 RU70 Little Falling River - Entry Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,Natural Resources Conservation Service,,,,,,No,,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,36.0,36.0,36.0,36,25-50 feet,300.0,,,Undetermined,,150.0,150.0,95.0,9.65,0.37,211.0,Uncontrolled,3.0,0.0,0.0,0.0,,,Uncontrolled0;Uncontrolled0,12/4/2022,3/23/2012,6.0,Low,Satisfactory,3/23/2012,Yes,10/7/2014,https://damsafety.org/virginia,Normal Operations,6/18/2022,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,17.969642745921504,OK,WATERBODY,Camp Hat Creek Lake,150401283,3010102.0,Middle Roanoke,30101020206.0,Entry Creek-Little Falling River,True,55518
Bush River Dam # 12,Sandy River Reservoir,,VA147035,,VA147035,Prince Edward County,Local Government,Local Government,0.0,No,USDA NRCS,,Flood Risk Reduction,Flood Risk Reduction;Recreation;Water Supply,Virginia,147035,37.2601,-78.317,Virginia,Prince Edward,Farmville,5.1,Sandy River - VAHU6 JA14 Bush River - Sandy River,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,Earth;Unlisted/Unknown,Unlisted/Unknown,62.0,62.0,62.0,62,51-100 feet,1880.0,,1983.0,1980-1989,,38534.0,38534.0,11530.0,740.0,36.79,41500.0,Uncontrolled,225.0,0.0,0.0,0.0,,,Uncontrolled0;Uncontrolled0;Uncontrolled0,12/4/2022,4/12/2019,1.0,High,Satisfactory,4/12/2019,Yes,8/27/2014,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",6/18/2022,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,21.84772468282548,OK,FLOWLINE,Sandy River,{6DA94DB9-4665-40DC-972F-BEF81B821F54},2080207.0,Appomattox,20802070305.0,Sandy River,True,21922
Smithfield Downs Golf Course Dam,St. Lukes Village,,VA093010,,VA093010,St. Lukes Village LLC c/o McCale Development Corporation,Private,Private,0.0,No,,,Recreation,Recreation,Virginia,93010,36.9443,-76.5796,Virginia,Isle of Wight,Smithfield,4.0,Jones Creek - VAHU6 JL41 Pagan River - Jones Creek,"Virginia, Congressional District 02",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,18.0,18.0,18.0,18,Less than 25 feet,300.0,,,Undetermined,,87.0,87.0,15.0,4.9,0.24,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/26/2022,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,2.1399589634413307,OK,FLOWLINE,,135634313,2080206.0,Lower James,20802060904.0,Jones Creek-Pagan River,True,38898
Nottoway Lake Dam,Lake Lee;Lake Nottoway;Lake Nottoway Dam;Lee Dam;Nottoway Dam,,VA135007,,VA135007,Virginia Department of Wildlife Resources,State,State,0.0,No,,,Recreation,Recreation,Virginia,135007,37.167,-77.983,Virginia,Nottoway,Blackstone,5.87,Lees Creek to Cellar Creek - VAHU6 JA30,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,35.0,35.0,35.0,35,25-50 feet,980.0,,,Undetermined,,1871.3,1871.3,1871.3,170.0,6.95,,Uncontrolled,150.0,0.0,0.0,0.0,,,Uncontrolled0;Uncontrolled0,12/4/2022,2/23/2021,1.0,High,Fair,2/23/2021,Yes,7/31/2015,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",6/18/2022,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,11.554684308823902,OK,FLOWLINE,Lees Creek,{D7462531-F429-4220-8EE2-C6C5C2176D2C},2080207.0,Appomattox,20802070702.0,Cellar Creek,True,15638
Piedmont State Hospital Dam,Piedmont Geriatric Hospital Dam;Piedmont Sanitorium Dam,,VA135020,,VA135020,Piedmont Geriatric Hospital,Private,Private,0.0,No,,,Fish and Wildlife Pond,Fish and Wildlife Pond,Virginia,135020,37.1931,-78.1714,Virginia,Nottoway,Burkeville,1.7,Lazaretto Creek - VAHU6 CU05 Little Nottoway River - Crystal Lake,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,20.0,20.0,20.0,20,Less than 25 feet,450.0,,,Undetermined,,53.0,53.0,,6.3,0.11,11.85,Uncontrolled,1.5,0.0,0.0,0.0,,,Uncontrolled0;Uncontrolled0;Uncontrolled0,12/4/2022,,,Undetermined,Not Rated,,Not Required,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,3.713599073114102,OK,FLOWLINE,,135961788,3010201.0,Nottoway,30102010105.0,Crystal Lake-Little Nottoway River,True,15638
Upper Blackwater River Dam #4,"Dillon Dam, Emma'S Pond Dam",,VA067002,,VA067002,Blue Ridge Soil and Water Conservation District,Local Government,Local Government,0.0,No,USDA NRCS;Virginia DCR - Division of Soil and Water Conservation,,Flood Risk Reduction,Flood Risk Reduction,Virginia,67002,37.0772,-80.0365,Virginia,Franklin,,0.3,TRIB-N.F.BLACKWATER RIVER,"Virginia, Congressional District 09",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,,,52.0,,,52,51-100 feet,540.0,,,Undetermined,,338.0,338.0,65.0,10.0,1.9,,,,,,,,,,12/4/2022,7/18/2019,1.0,High,Fair,7/18/2019,Yes,11/27/2017,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",2/18/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,22.06506778462584,OK,FLOWLINE,,167303182,3010101.0,Upper Roanoke,30101010501.0,North Fork Blackwater River,True,63032
Buffalo Creek Dam # 4,Spring Creek Lake,,VA147003,,VA147003,Piedmont Soil and Water Conservation District;Piedmont Soil and Water Conservation District,Local Government,Local Government,0.0,No,USDA NRCS;Virginia DCR - Division of Soil and Water Conservation,,Flood Risk Reduction,Flood Risk Reduction,Virginia,147003,37.2137,-78.6164,Virginia,Prince Edward,Farmville,13.7,Spring Creek - VAHU6 JA06 Spring Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,,,46.0,,,46,25-50 feet,908.0,,,Undetermined,,5064.0,5064.0,375.0,68.0,14.59,,,,,,,,,,3/30/2023,3/8/2023,1.0,High,Fair,3/8/2023,Yes,8/30/2016,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",6/18/2022,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,5.971977758762668,OK,FLOWLINE,Spring Creek,61492743,2080207.0,Appomattox,20802070101.0,Spring Creek,True,21922
Little Falling River Dam # 2,Watts Dam,,VA031003,,VA031003,Robert E. Lee Soil and Water Conservation District,Local Government,Local Government,0.0,No,USDA NRCS,,Flood Risk Reduction,Flood Risk Reduction,Virginia,31003,37.1853,-78.8766,Virginia,Campbell,Brookneal,9.85,Lucks Branch - VAHU6 RU70 Little Falling River - Entry Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,Earth;Unlisted/Unknown,Unlisted/Unknown,38.0,38.0,38.0,38,25-50 feet,350.0,,,Undetermined,,584.0,584.0,88.0,11.4,3.0,,Uncontrolled,75.0,0.0,0.0,0.0,,,Uncontrolled0;Uncontrolled0,12/4/2022,3/18/2020,3.0,Significant,Fair,3/18/2020,Yes,4/30/2020,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",6/18/2022,No,,Active,,No,A,,True,High,0.0,OK,WATERBODY,Lucks Branch,150400888,3010102.0,Middle Roanoke,30101020206.0,Entry Creek-Little Falling River,True,55518
Moores Dam,Moores Lake;Sunny Slope Orchard Dam,,VA147016,,VA147016,John M Boswell,Private,Private,0.0,No,USDA NRCS,,Irrigation,Irrigation;Recreation,Virginia,147016,37.1691,-78.2653,Virginia,Prince Edward,Burkeville,3.8,Unnamed tributary to Sandy River - VAHU6 JA14 Bush River - Sandy River,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,Natural Resources Conservation Service,,,,,,No,,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,24.0,24.0,24.0,24,Less than 25 feet,313.0,,,Undetermined,,206.69,206.69,120.34,12.3,0.32,,Uncontrolled,4.0,0.0,0.0,0.0,,,Uncontrolled0;Uncontrolled0,12/4/2022,11/28/2011,,Undetermined,Satisfactory,11/28/2011,Yes,7/25/2005,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",6/18/2022,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,3.2989522905216946,OK,FLOWLINE,,61492503,2080207.0,Appomattox,20802070305.0,Sandy River,True,21922
Little Falling River Dam # 3,Joy Lake,,VA031004,,VA031004,Robert E. Lee Soil and Water Conservation District,Local Government,Local Government,0.0,No,USDA NRCS,,Flood Risk Reduction,Flood Risk Reduction,Virginia,31004,37.1786,-78.8958,Virginia,Campbell,Lynchburg,20.7,Jacobs Creek - VAHU6 RU70 Little Falling River - Entry Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,31.0,31.0,31.0,31,25-50 feet,350.0,,,Undetermined,,587.0,587.0,59.0,13.5,3.5,,Uncontrolled,50.0,0.0,0.0,0.0,,,Uncontrolled0;Uncontrolled0,12/4/2022,3/18/2020,3.0,Significant,Fair,3/18/2020,Yes,4/30/2020,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",6/18/2022,No,,Active,,No,A,,True,High,0.462030078030684,OK,FLOWLINE,Jacobs Creek,150391894,3010102.0,Middle Roanoke,30101020206.0,Entry Creek-Little Falling River,True,55518
Little Falling River Dam # 1,Liberty Lake,,VA031001,,VA031001,Robert E. Lee Soil and Water Conservation District,Local Government,Local Government,0.0,No,USDA NRCS,,Flood Risk Reduction,Flood Risk Reduction,Virginia,31001,37.2079,-78.8631,Virginia,Campbell,Lynchburg,21.4,Lions Creek - VAHU6 RU70 Little Falling River - Entry Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,44.0,44.0,44.0,44,25-50 feet,575.0,,,Undetermined,,3132.0,3132.0,232.0,35.0,13.8,,Uncontrolled,150.0,0.0,0.0,0.0,,,Uncontrolled0;Uncontrolled0,12/4/2022,3/18/2020,3.0,Significant,Fair,3/18/2020,Yes,4/30/2020,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",6/18/2022,No,,Active,,No,A,,True,High,12.501546668661964,OK,WATERBODY,Little Falling River,{9A13B7B7-D2CD-412F-8046-BA8F8C68C64C},3010102.0,Middle Roanoke,30101020206.0,Entry Creek-Little Falling River,True,55518
Belsches Dam,Bellches Millpond;Belsches Millpond;Moores Mil,,VA183014,,VA183014,Arrington Fishing Club Inc.,Private,Private,0.0,No,,,Recreation,Recreation,Virginia,183014,37.0061,-77.2753,Virginia,Sussex,Petersburg,16.0,Jones Hole Swamp (Mill Swamp)/Moores Swamp - VAHU6 CU29 Moores Swamp - Jones Hole Swamp,"Virginia, Congressional District 04",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Gravity,Gravity,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,15.0,15.0,15.0,15,Less than 25 feet,,,,Undetermined,,290.0,290.0,29.0,27.5,32.1,,,,,,,,,,12/4/2022,11/26/2019,,Undetermined,Not Rated,11/26/2019,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,A,,True,High,0.9715154918888548,OK,FLOWLINE,Moores Swamp,135973293,3010201.0,Nottoway,30102010801.0,Jones Hole Swamp-Moores Swamp,True,10866
Jarratt Municipal Raw Water Storage Reservoir Dam,Jarratt Reservoir,,VA081019,,VA081019,Greensville County Water and Sewer Authority,Local Government,Local Government,0.0,No,"B & B Consultants, Inc.",,Water Supply,Water Supply,Virginia,81019,36.8374,-77.5083,Virginia,Greensville,Jarratt,3.0,Unnamed tributary to Nottoway River - VAHU6 CU17 Nottoway River - Harris Swamp,"Virginia, Congressional District 04",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,Earth,Soil,51.0,,51.0,51,51-100 feet,9387.0,,,Undetermined,,3682.0,3682.0,3176.0,125.4,0.2,126.0,Controlled,8.0,0.0,0.0,0.0,,,Uncontrolled0;Uncontrolled0,12/4/2022,11/3/2022,1.0,High,Satisfactory,11/3/2022,Yes,6/2/2020,https://damsafety.org/virginia,Normal Operations,1/5/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,289.0848896705463,REVIEW,FLOWLINE,,135968754,3010201.0,Nottoway,30102010403.0,Harris Swamp-Nottoway River,True,11373
Roanoke Creek Dam # 70a,Keysville Lake;Keysville Reservoir;Keysville Town Lake,,VA037001,,VA037001,Town of Keysville,Local Government,Local Government,0.0,No,USDA NRCS,,Water Supply,Water Supply;Recreation;Flood Risk Reduction,Virginia,37001,37.0576,-78.504,Virginia,Charlotte,Keysville,1.5,Spring Creek; VAHU6 RU81 Roanoake Creek - Spring Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,36.0,36.0,36.0,36,25-50 feet,720.0,,,Undetermined,,1506.0,1506.0,281.0,42.3,2.74,5600.0,,,,,,,,,12/4/2022,11/20/2017,3.0,Significant,Satisfactory,11/20/2017,Yes,4/26/2010,https://damsafety.org/virginia,Normal Operations,6/18/2022,No,,Active,,No,A,,True,High,6.195492212616221,OK,FLOWLINE,Spring Creek,150393845,3010102.0,Middle Roanoke,30101020501.0,Spring Creek-Roanoke Creek,True,11563
Willcox Dam,Lee Memorial Park Lake;Wilcox Lake;Willcox Lake,,VA730002,,VA730002,City of Petersburg,Local Government,Local Government,0.0,No,Timmons Group,,Recreation,Recreation,Virginia,730002,37.2021,-77.4061,Virginia,Petersburg,Petersburg,2.0,Unnamed tributary to Lieutenant Run - VAHU6 JA40 Appomattox River - Old Town Creek,"Virginia, Congressional District 04",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,Unlisted/Unknown,Unlisted/Unknown,18.0,18.0,18.0,18,Less than 25 feet,356.0,,,Undetermined,,200.29,200.29,119.66,18.0,2.09,10118.8,Uncontrolled,41.0,0.0,0.0,0.0,,,Uncontrolled0,7/6/2023,6/9/2021,1.0,High,Poor,6/9/2021,Yes,10/30/2020,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",3/9/2021,No,,Active,,No,A,,True,High,13.627652392456955,OK,WATERBODY,Wilcox Lake,61497857,2080207.0,Appomattox,20802071001.0,Oldtown Creek-Appomattox River,True,33261
Asb Pond Dam,Aerated Stabilization Basin;Union Camp Holding Pond,,VA093016,,VA093016,International Paper - Franklin Mill,Private,Private,0.0,No,,,Other,Other,Virginia,93016,36.6473,-76.9008,Virginia,Isle of Wight,Franklin,2.23,Blackwater River offline - VAHU6 CU70 - Blackwater River - Union Camp Holding Pondond VAHU6 CU70,"Virginia, Congressional District 02",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,17.0,17.0,17.0,17,Less than 25 feet,7785.0,,,Undetermined,,1102.6,1102.6,691.9,101.3,0.2,,,,,,,,,,12/4/2022,2/10/2022,1.0,High,Fair,2/10/2022,Yes,4/24/2020,https://damsafety.org/virginia,Normal Operations,3/26/2022,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,14.539102841496664,OK,WATERBODY,Blackwater River,129542292,3010202.0,Blackwater,30102020505.0,City of Franklin-Blackwater River,True,38898
Roanoke Creek Dam # 54,Anderson Lake;Mink Bottom Lake,,VA037013,,VA037013,Southside Soil and Water Conservation District,Local Government,Local Government,0.0,No,USDA NRCS,,Flood Risk Reduction,Flood Risk Reduction,Virginia,37013,37.1123,-78.5646,Virginia,Charlotte,Charlotte Court House,5.51,Roanoke Creek mainstem - VAHU6 RU81  Roanoke Creek - Spring Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,37.0,37.0,37.0,37,25-50 feet,1060.0,,,Undetermined,,2798.0,2798.0,203.0,43.0,7.4,,Uncontrolled,100.0,0.0,0.0,0.0,,,Uncontrolled0;Uncontrolled0;Uncontrolled0,12/4/2022,11/19/2019,1.0,High,Fair,11/19/2019,Yes,11/9/2016,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",6/18/2022,No,,Active,,No,A,,True,High,18.901029301662383,OK,FLOWLINE,Roanoke Creek,150394580,3010102.0,Middle Roanoke,30101020501.0,Spring Creek-Roanoke Creek,True,11563
Smiths Dam,Pender L Smith Sr. Farm Pond;Smith Pond,,VA081007,,VA081007,Amy Pollard Lifsey;Estate of Patricia B. Clary;Robert P Smith,Private,Private,0.0,No,USDA NRCS,,Recreation,Recreation,Virginia,81007,36.5865,-77.6544,Virginia,Greensville,Emporia,9.25,Cattail Creek - VAHU6 CM24 Fountains Creek - Cattail Creek,"Virginia, Congressional District 04",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,Natural Resources Conservation Service,,,,,,No,,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,20.0,20.0,20.0,20,Less than 25 feet,850.0,,,Undetermined,,250.0,250.0,82.0,17.13,0.56,,Uncontrolled,4.0,0.0,0.0,0.0,,,Uncontrolled0;Uncontrolled0,12/4/2022,12/14/2021,,Undetermined,Fair,12/14/2021,No,,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",9/28/2022,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,0.0,OK,WATERBODY,Smith Pond,155803839,3010204.0,Meherrin,30102040703.0,Cattail Creek-Fountains Creek,True,11373
Buffalo Creek Dam # 3,Little Creek Lake,,VA147002,,VA147002,Piedmont Soil and Water Conservation District;Piedmont Soil and Water Conservation District,Local Government,Local Government,0.0,No,USDA NRCS;Virginia DCR - Division of Soil and Water Conservation,,Flood Risk Reduction,Flood Risk Reduction,Virginia,147002,37.231,-78.6003,Virginia,Prince Edward,Farmville,12.3,Mud Creek - VAHU6 JA06 Spring Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,Earth,Unlisted/Unknown,51.0,,,51,51-100 feet,504.0,,,Undetermined,,2018.0,2018.0,147.0,23.6,6.8,,Uncontrolled,100.0,0.0,0.0,0.0,,,Uncontrolled0;Uncontrolled0,12/4/2022,9/24/2021,3.0,Significant,Fair,9/24/2021,Yes,11/7/2016,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",6/18/2022,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,0.7934428367369566,OK,FLOWLINE,Mud Creek,61492079,2080207.0,Appomattox,20802070101.0,Spring Creek,True,21922
Surry Power Station Dredge Spoils Disposal Pond Dam,Dredge Spoils Storage Pond (Dssp),,VA181006,,VA181006,Dominion Virginia Power,Public Utility,Public Utility,0.0,No,,,Other,Other,Virginia,181006,37.1581,-76.683,Virginia,Surry,Surry,8.5,Intake Canal - James River direct - VAHU6 JL35 James River - Skiffes Creek,"Virginia, Congressional District 04",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,Earth,Soil,16.0,,16.0,16,Less than 25 feet,6500.0,,,Undetermined,,949.2,949.2,526.21,35.0,0.08,17.04,Uncontrolled,6.0,0.0,0.0,0.0,,,Uncontrolled0,12/4/2022,3/31/2022,6.0,Low,Satisfactory,3/31/2022,Yes,8/1/2018,https://damsafety.org/virginia,Normal Operations,3/26/2022,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,22.405858712270856,OK,WATERBODY,,135653910,2080206.0,Lower James,20802060802.0,Skiffes Creek-James River,True,6546
