Dam Name,Other Names,Former Names,NID ID,Other Structure ID,Federal ID,Owner Names,Owner Types,Primary Owner Type,Number of Associated Structures,Is Associated Structure?,Designer Names,Non-Federal Dam on Federal Property,Primary Purpose,Purposes,Source Agency,State or Federal Agency ID,Latitude,Longitude,State,County,City,Distance to Nearest City (Miles),River or Stream Name,Congressional District,State Regulated Dam,State Jurisdictional Dam,State Regulatory Agency,State Permitting Authority,State Inspection Authority,State Enforcement Authority,Federally Regulated Dam,Federal Agency Owners,Federal Agency Involvement Funding,Federal Agency Involvement Design,Federal Agency Involvement Construction,Federal Agency Involvement Regulatory,Federal Agency Involvement Inspection,Federal Agency Involvement Operation,Federal Agency Involvement Other,Built Under the Authority of the Secretary of Agriculture,NRCS Watershed Dam Authorization,Primary Dam Type,Dam Types,Core Types,Foundation,Dam Height (Ft),Hydraulic Height (Ft),Structural Height (Ft),NID Height (Ft),NID Height Category,Dam Length (Ft),Volume (Cubic Yards),Year Completed,Year Completed Category,Years Modified,NID Storage (Acre-Ft),Max Storage (Acre-Ft),Normal Storage (Acre-Ft),Surface Area (Acres),Drainage Area (Sq Miles),Max Discharge (Cubic Ft/Second),Spillway Type,Spillway Width (Ft),Number of Locks,Length of Locks (ft),Lock Width (Ft),Length of Secondary Lock (Ft),Secondary Lock Width (Ft),Outlet Gate Type,Data Last Updated,Last Inspection Date,Inspection Frequency,Hazard Potential Classification,Condition Assessment,Condition Assessment Date,EAP Prepared,EAP Last Revision Date,Website URL,Operational Status,Operational Status Date,Inundation Maps Added to NID?,American Indian/Alaska Native/Native Hawaiian,Dam Status,Deleted Reason,Has Photo?,FEMA_Flood_Zone,FEMA_Zone_Subtype,FEMA_In_SFHA,Flood_Risk_Category
Redford Dam,,,VA145003,,VA145003,T. C. Redford,Private,Private,0,No,,,Recreation,Recreation,Virginia,145003,37.5906,-78.0287,Virginia,Powhatan,,,Horsepen  Branch of Deep Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,13,,,13,Less than 25 feet,600,,,Undetermined,,426,426,132,,5.64,,,,,,,,,,7/10/2023,3/8/2022,,Low,Poor,3/8/2022,No,,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",3/8/2021,No,,Active,,No,A,,TRUE,High
Murcielago Southwest Dam,,,VA003052,,VA003052,"Murcielago Enterprises, LLC",Private,Private,0,No,,,Irrigation,Irrigation,Virginia,3052,37.8652,-78.4345,Virginia,Albemarle,,2,trib.  Briery Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,25,,,25,25-50 feet,350,,,Undetermined,,52,52,,3.3,0.3,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FALSE,Low
Rhodes Dam,,,VA093008,,VA093008,,Not Listed,Not Listed,0,No,,,Irrigation,Irrigation;Recreation,Virginia,93008,36.87,-76.6509,Virginia,Isle of Wight,,0,TR-BURNT MILLS LAKE,"Virginia, Congressional District 02",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,16,,,16,Less than 25 feet,,,,Undetermined,,135,135,66,,1.71,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/26/2022,No,,Active,,No,A,,TRUE,High
Mottley Dam,,,VA147018,,VA147018,Town of Farmville,Private,Private,0,No,USDA NRCS,,Recreation,Recreation,Virginia,147018,37.3285,-78.4782,Virginia,Prince Edward,,7,LONG BRANCH,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,Natural Resources Conservation Service,,,,,,No,,Earth,Earth,,,28,,,28,25-50 feet,315,,,Undetermined,,475,475,310,26,1.64,,,,,,,,,,12/4/2022,,6,Low,Not Rated,,Yes,9/28/2009,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",6/18/2022,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Low Point Dam,,,VA181002,,VA181002,E. A. Hatch,Private,Private,0,No,USDA NRCS,,Recreation,Recreation,Virginia,181002,37.196,-77.0249,Virginia,Surry,,4,BAILEY BRANCH,"Virginia, Congressional District 04",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,Natural Resources Conservation Service,,,,,,No,,Earth,Earth,,,23,,,23,Less than 25 feet,,,,Undetermined,,473,473,209,,9.31,,,,,,,,,,12/4/2022,,6,Low,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/26/2022,No,,Active,,No,A,,TRUE,High
New Pond Dam,,,VA143054,,VA143054,Randy M Yates,Private,Private,0,No,,,Irrigation,Irrigation,Virginia,143054,36.7239,-79.3784,Virginia,Pittsylvania,,,spring and runoff fed,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,26,,,26,25-50 feet,335,,,Undetermined,,29,29,17,1.9,0.07,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Wade Dam #3,,,VA083017,,VA083017,,Not Listed,Not Listed,0,No,USDA NRCS,,Irrigation,Irrigation,Virginia,83017,36.6475,-79.0579,Virginia,Halifax,,0,TR-CHALMERS CREEK,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,Natural Resources Conservation Service,,,,,,No,,Earth,Earth,,,18,,,18,Less than 25 feet,,,,Undetermined,,92,92,48,,0.08,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
High Mountain Farm Dam,,,VA061048,,VA061048,Mary S Braga,Private,Private,0,No,,,Recreation,Recreation,Virginia,61048,38.9446,-77.7058,Virginia,Fauquier,,,Bartons Creek,"Virginia, Congressional District 10",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,34,,,34,25-50 feet,250,,,Undetermined,,431,431,285,20.8,1.94,,,,,,,,,,7/10/2023,,6,Low,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,4/18/2022,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Buckingham County Dam #2,029dd006,,VA029053,,VA029053,C&S Retreats,Private,Private,0,No,Schnabel Engineering,,Other,Other,Virginia,29053,37.7403,-78.4986,Virginia,Buckingham,,,,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,19,,,19,Less than 25 feet,610,,,Undetermined,,71.29,71.29,63.2,9.16,0.41,,,,,,,,,,12/4/2022,11/17/2019,1,High,Unsatisfactory,11/17/2019,No,,https://damsafety.org/virginia,Under Remediation,4/7/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Temples Mill Dam,,,VA033010,,VA033010,"Caroline of Virginia, LLC",Private,Private,0,No,,,Recreation,Recreation,Virginia,33010,38.0306,-77.5803,Virginia,Caroline,,0.35,trib. South River,"Virginia, Congressional District 07",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,27,,,27,25-50 feet,,,,Undetermined,,470,470,,34,9.07,,,,,,,,,,10/25/2023,2/14/1980,,High,Fair,4/13/2023,No,,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",3/8/2021,No,,Active,,No,A,,TRUE,High
Rountree South Dam,,,VA800005,,VA800005,,Not Listed,Not Listed,0,No,,,Irrigation,Irrigation;Recreation,Virginia,800005,36.7729,-76.5705,Virginia,Suffolk,,0,TR-NANSEMOND RIVER,"Virginia, Congressional District 02",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,11,,,11,Less than 25 feet,,,,Undetermined,,214,214,48,,0.65,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/26/2022,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Lower Rosegill Lake Dam,,,VA119012,,VA119012,,Not Listed,Not Listed,0,No,,,Irrigation,Irrigation;Recreation,Virginia,119012,37.634,-76.5584,Virginia,Middlesex,,,trib. Rappahannock River,"Virginia, Congressional District 01",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,10,,,10,Less than 25 feet,,,,Undetermined,,165,165,,,1.43,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,AE,,TRUE,High
Brickshire Swm Pond Dam,,,VA127024,,VA127024,,Not Listed,Not Listed,0,No,,,Irrigation,Irrigation;Flood Risk Reduction,Virginia,127024,37.4786,-77.0012,Virginia,New Kent,,,trib. Diascund Creek,"Virginia, Congressional District 01",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,22,,,22,Less than 25 feet,275,,,Undetermined,,66,66,,,0.03,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Murcielago Boomerang Dam,,,VA003051,,VA003051,"Murcielago Enterprises, LLC",Private,Private,0,No,,,Irrigation,Irrigation,Virginia,3051,37.8642,-78.4316,Virginia,Albemarle,,2,trib.  Briery Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,25,,,25,25-50 feet,200,,,Undetermined,,81,81,,5.4,,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,No Data,,FALSE,Unknown
Corbin Hall Farm Dam,,,VA119007,,VA119007,,Not Listed,Not Listed,0,No,,,Irrigation,Irrigation;Recreation,Virginia,119007,37.6708,-76.5822,Virginia,Middlesex,,,TR-RAPPAHANNOCK RIVER,"Virginia, Congressional District 01",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,9,,,9,Less than 25 feet,,,,Undetermined,,164,164,31,,0.3,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,No Data,,FALSE,Unknown
Reynolds New Dam,,,VA143086,,VA143086,Henry E Reynolds,Private,Private,0,No,,,Irrigation,Irrigation,Virginia,143086,36.7593,-79.5742,Virginia,Pittsylvania,,,Tributary to Strawberry Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,33,,,33,25-50 feet,440,,,Undetermined,,86,86,62,5.4,0.22,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Atkinson Dam,,,VA143095,,VA143095,Thornton Kenneth Atkinson,Private,Private,0,No,,,Irrigation,Irrigation,Virginia,143095,36.8114,-79.2313,Virginia,Pittsylvania,,,Unnamed tributary to Johns Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,28,,,28,25-50 feet,350,,,Undetermined,,73,73,50,5.4,0.18,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Outdoor Recreation'S Dam,,,VA141010,,VA141010,,Not Listed,Not Listed,0,No,,,Recreation,"Recreation;Fire Protection, Stock, Or Small Fish Pond",Virginia,141010,36.8252,-80.2006,Virginia,Patrick,,0,TR-SMITH RIVER,"Virginia, Congressional District 09",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,25,,,25,25-50 feet,,,,Undetermined,,40,40,21,,0.31,,,,,,,,,,12/4/2022,,6,Low,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Hartlake Dam No. 2,,,VA179017,,VA179017,David Y. Sun,Private,Private,0,No,,,Recreation,Recreation,Virginia,179017,38.4268,-77.6189,Virginia,Stafford,,,TR-Deep Run,"Virginia, Congressional District 07",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,26,,,26,25-50 feet,,,,Undetermined,,55.8,55.8,,,0.08,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Daniels Dam,,,VA135023,,VA135023,Jackson O. Neal,Private,Private,0,No,USDA NRCS,,Irrigation,Irrigation;Recreation,Virginia,135023,37.1396,-77.9346,Virginia,Nottoway,,0,BLAND CREEK,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,Natural Resources Conservation Service,,,,,,No,,Earth,Earth,,,19,,,19,Less than 25 feet,,,,Undetermined,,104,104,50,,1.07,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Sanders Dam,,,VA143099,,VA143099,Joseph G Sanders,Private,Private,0,No,,,Other,Other,Virginia,143099,36.5464,-79.5542,Virginia,Pittsylvania,,,Unnamed tributary to Dan River,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,32,,,32,25-50 feet,335,,,Undetermined,,123,123,87,7.8,0.39,,,,,,,,,,12/4/2022,,6,Low,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Sneads Dam,,,VA111001,,VA111001,Patricia Washburn,Private,Private,0,No,USDA NRCS,,Irrigation,Irrigation;Other;Recreation,Virginia,111001,36.9128,-78.1478,Virginia,Lunenburg,,1,KETTLESTICK CREEK,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,Natural Resources Conservation Service,,,,,,No,,Earth,Earth,,,20,,,20,Less than 25 feet,,,,Undetermined,,150,150,90,,1.36,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Normal Operations,9/1/2022,No,,Active,,No,A,,TRUE,High
Westham Dam,,,VA087025,,VA087025,Raleigh Hoa Inc,Private,Private,,No,,,Recreation,Recreation,Virginia,87025,37.5839,-77.5736,Virginia,Henrico,,,Westham Creek,"Virginia, Congressional District 01",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,22,22,22,22,Less than 25 feet,,,,Undetermined,,58.2,58.2,31.1,4.6,0.14,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Willow Dam,,,VA061027,,VA061027,Andrea B. Currier,Private,Private,0,No,,,Irrigation,Irrigation;Other;Recreation,Virginia,61027,38.8629,-77.7551,Virginia,Fauquier,,8,TR-Broad Run,"Virginia, Congressional District 10",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,24,,,24,Less than 25 feet,660,,,Undetermined,,71,71,50,8,0.49,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,Not Required,,https://damsafety.org/virginia,Not Applicable,3/9/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Greg Lester Dam,,,VA019033,,VA019033,Greg Lester,Private,Private,0,No,,,Irrigation,Irrigation;Recreation,Virginia,19033,37.3572,-79.3415,Virginia,Bedford,,,TRIB- ELK CR.,"Virginia, Congressional District 09",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,43,,,43,25-50 feet,660,,,Undetermined,,359,359,298,18,0.57,,,,,,,,,,12/4/2022,8/12/2008,,Undetermined,Not Rated,8/12/2008,Yes,8/27/2008,https://damsafety.org/virginia,Not Applicable,3/10/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Saunders Pond Dam,,,VA019019,,VA019019,Augusta County Service Authority,Local Government,Local Government,0,No,,,Water Supply,Water Supply;Recreation,Virginia,19019,37.144,-79.6191,Virginia,Bedford,,6,MATTOX CREEK,"Virginia, Congressional District 09",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,18,,,18,Less than 25 feet,,,,Undetermined,,53,53,36,7,0.24,,,,,,,,,,12/4/2022,10/22/2012,,Undetermined,Fair,10/22/2012,No,,https://damsafety.org/virginia,Not Applicable,3/9/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Andersons Dam,,,VA065015,,VA065015,Tarnwood Farm Corporation,Private,Private,0,No,"Golder Associates, Inc.",,Irrigation,Irrigation;Recreation,Virginia,65015,37.9907,-78.3063,Virginia,Fluvanna,,,BEAVERDAM CREEK,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,41,,,41,25-50 feet,360,,,Undetermined,,154,154,126,9,0.31,,,,,,,,,,12/4/2022,3/1/1996,,Undetermined,Not Rated,3/1/1996,Not Required,11/15/2007,https://damsafety.org/virginia,Not Applicable,3/9/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Velenovsky Dam,085dd061 Or Millfield Dam,,VA085101,,VA085101,The Pond at Millfield Pond Maintenance Association,Private,Private,0,No,,,Recreation,Recreation,Virginia,85101,37.7966,-77.7114,Virginia,Hanover,,,,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,15,,,15,Less than 25 feet,375,,1988,1980-1989,,122.61,122.61,50.4,14.4,2.65,,,,,,,,,,12/4/2022,4/21/2022,,Undetermined,Fair,4/21/2022,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,A,,TRUE,High
Botetourt Country Club Dam,,,VA023005,,VA023005,Botetourt Country Club,Private,Private,0,No,,,Irrigation,Irrigation,Virginia,23005,37.4733,-79.9283,Virginia,Botetourt,,,TINKER CREEK,"Virginia, Congressional District 06",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,36,,,36,25-50 feet,400,,,Undetermined,,127.7,127.7,40,3,0.67,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,Yes,3/2/2005,https://damsafety.org/virginia,Not Applicable,3/9/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Stanley Dam,,,VA085025,,VA085025,"Ragland, James and Anna",Private,Private,0,No,,,Recreation,Recreation,Virginia,85025,37.8001,-77.5819,Virginia,Hanover,,,trib.  South Anna River,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,36,,,36,25-50 feet,400,,,Undetermined,,645,645,,,5.96,,,,,,,,,,12/4/2022,,,High,Not Rated,,No,,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",3/8/2021,No,,Active,,No,A,,TRUE,High
Beartree,,,VA191005,,VA191005,USDA FS,Federal,Federal,0,No,,No,Recreation,Recreation;Fish and Wildlife Pond,Forest Service,080814 0021,36.65624,-81.68944,Virginia,Washington,,0,STRAIGHT BRANCH,"Virginia, Congressional District 09",No,,,,,,Yes,Forest Service,Forest Service,Forest Service,Forest Service,Forest Service,Forest Service,Forest Service,,No,,Earth,Earth,,,30,30,30,30,25-50 feet,150,0,1980,1980-1989,,160,160,80,0,4,6370,Controlled,15,,,,,,Slide (sluice gate),5/17/2021,9/21/2011,10,Low,Not Rated,,Not Required,,https://www.fs.usda.gov/eng/dams/,,,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Rocky Pen Run #4a,,,VA179013,,VA179013,,Not Listed,Not Listed,0,No,,,Flood Risk Reduction,Flood Risk Reduction;Water Supply,Virginia,179013,38.3596,-77.5356,Virginia,Stafford,,0,Rocky Pen Run,"Virginia, Congressional District 07",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,27,,,27,25-50 feet,220,,,Undetermined,,128,128,34.87,7.32,0.61,,,,,,,,,,12/4/2022,9/20/2019,6,Low,Satisfactory,9/20/2019,Yes,2/22/2016,https://damsafety.org/virginia,Normal Operations,1/5/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Saponi Dam,,,VA079006,,VA079006,"Lake Saponi Homeowners Association, Inc.",Private,Private,0,No,,,Recreation,Recreation,Virginia,79006,38.1902,-78.3889,Virginia,Albemarle,,2,TR-Preddy Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,28,,,28,25-50 feet,250,,,Undetermined,,87,87,43,8,1.25,,,,,,,,,,12/4/2022,12/7/2001,6,Low,Not Rated,12/7/2001,Yes,4/18/2000,https://damsafety.org/virginia,Not Applicable,3/9/2021,No,,Active,,No,No Data,,FALSE,Unknown
Gatewood Dam,,,VA155009,,VA155009,Town of Pulaski,Local Government,Local Government,0,No,AMT Engineering,,Water Supply,Water Supply,Virginia,155009,37.0407,-80.8604,Virginia,Pulaski,,6,PEAK CREEK,"Virginia, Congressional District 09",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Gravity,Gravity;Concrete,,,57,,,57,51-100 feet,408,,,Undetermined,,3630,3630,1944,167.8,15.6,,,,,,,,,,7/6/2023,5/18/2023,1,High,Satisfactory,5/18/2023,Yes,8/27/2014,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",2/18/2021,No,,Active,,No,No Data,,FALSE,Unknown
Woodstock Dam,,,VA171004,,VA171004,Town of Woodstock,Local Government,Local Government,0,No,USDA NRCS,,Water Supply,Water Supply,Virginia,171004,38.919,-78.6572,Virginia,Shenandoah,,4,Little Stony Creek,"Virginia, Congressional District 06",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,Natural Resources Conservation Service,,,,,,No,,Gravity,Gravity,,,44,,,44,25-50 feet,388,,,Undetermined,,102,102,52,3,7,,,,,,,,,,12/4/2022,4/14/2022,1,High,Fair,4/14/2022,Yes,7/7/2014,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",4/18/2022,No,,Active,,No,A,,TRUE,High
Johnsons Dam,,,VA117009,,VA117009,,Not Listed,Not Listed,0,No,USDA NRCS,,Recreation,Recreation;Irrigation;Flood Risk Reduction,Virginia,117009,36.6511,-78.3176,Virginia,Mecklenburg,,2,TR-ALLENS CREEK,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,Natural Resources Conservation Service,,,,,,No,,Earth,Earth,,,18,,,18,Less than 25 feet,,,,Undetermined,,60,60,36,,0.36,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,6/18/2022,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Wunder Dam,,,VA171009,,VA171009,Bowman Agricultural Enterprises;Bowman Agricultural Enterprises LLC,Private,Private,0,No,,,Irrigation,Irrigation,Virginia,171009,38.7161,-78.7624,Virginia,Shenandoah,,0.4,Holmans Creek,"Virginia, Congressional District 06",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,25,,,25,25-50 feet,,,,Undetermined,,150,150,,,4.97,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,Not Required,,https://damsafety.org/virginia,Not Applicable,3/9/2021,No,,Active,,No,A,,TRUE,High
Moore Dam,,,VA143023,,VA143023,Robert H. Moore,Private,Private,0,No,USDA NRCS,,Recreation,Recreation;Irrigation,Virginia,143023,36.5957,-79.55,Virginia,Pittsylvania,,0,MCGUFF CREEK,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,Natural Resources Conservation Service,,,,,,No,,Earth,Earth,,,22,,,22,Less than 25 feet,,,,Undetermined,,115,115,45,,0.46,,,,,,,,,,12/4/2022,10/26/1981,3,Significant,Not Rated,10/26/1981,No,,https://damsafety.org/virginia,Not Applicable,2/19/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Spring Creek Upper Dam,,,VA041063,,VA041063,Bruce Boykin;Tom O'Donnell,Private,Private,0,No,,,,,Virginia,41063,37.5449,-77.6181,Virginia,Chesterfield,,,Spring Creek,"Virginia, Congressional District 01",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,19,,,19,Less than 25 feet,,,,Undetermined,,81,81,,,0.85,,,,,,,,,,12/4/2022,11/15/2021,,Undetermined,Fair,11/15/2021,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Lower Stonehorse Dam,,,VA075040,,VA075040,Four-L Corporation,Not Listed,Not Listed,0,No,,,Other,Other,Virginia,75040,37.7574,-77.9661,Virginia,Goochland,,,trib. Lickinghole Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,41,41,41,41,25-50 feet,350,,1900,1900-1909,,928.9,928.9,424.8,35.1,1.17,,,,,,,,,,12/4/2022,12/2/2021,1,High,Satisfactory,12/2/2021,No,,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
